╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лO╔]д╙лOи╜1~30╕╣,51.0,жэ,,,10411,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690930,86.98,3,2,2,ж│,╡L,2060000,23684,,0.0,0,,RPQNMLRKJIKFFDQ66DA
▒Ўдs╢m,дgжa,▒Ўе_мq121~150жa╕╣,275.0,ифеL,,,10411,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2620000,9527,,0.0,0,,RPRNMLSKJIKFFEQ86CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдЇдWз°18╛Fдддs╕ЇдGмq151~180╕╣,87.19,жэ,,,10410,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAе|╝h,е|╝h,й▒н▒(й▒╛Q),жэ░╙е╬,┐√╡м▓V╛одg│y,0810807,214.91,5,2,2,ж│,╡L,7200000,33502,,0.0,0,,RPUOMLLJKIKFFDQ09CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдЇдWз°е~кL╡є95л╤1~30╕╣,87.4,жэ,,,10410,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0950419,174.88,4,2,3,ж│,╡L,5300000,30306,,0.0,0,,RPQPMLOJKIKFFDQ09CA
ем│U┬э,дgжa,╖sе═мq61~90жa╕╣,263.75,жэ,,,10411,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3050000,11564,,0.0,0,,RPQNMLNKJIKFFBQ68DA
ем│U┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐дем│U┬эем│Uдддs╕Ї301~330╕╣,90.74,жэ,,,10410,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0820603,152.99,4,2,3,ж│,╡L,3300000,21570,,0.0,0,,RPPNMLQKJIKFFBQ88DA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелелкF╕Ї1~30╕╣,14.89,жэ,,,10410,дgжa1л╪кл3иожь0,дG╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840704,73.00999999999999,2,1,1,ж│,╡L,1600000,21915,,0.0,0,,RPWNMLSKJIKFFBQ17DA
д╙лOел,дgжa,│╗┤фдlсYмq541~570жa╕╣,49.0,,д@пы╣A╖~░╧,дЇзQе╬жa,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,49000,1000,,0.0,0,иє─│╗∙┴╩,RPXNMLLJKIKFFDQ66CA
дjкL┬э,дgжa,й·йMмq811~840жa╕╣,108.9,ифеL,,,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,988269,9075,,0.0,0,,RPRNMLRKJIKFFCQ56CA
дjкL┬э,дgжa,▒╞дl╕Їмq▒╞дl╕Їдpмq421~450жa╕╣,1000.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1320000,1320,,0.0,0,,RPXNMLRKJIKFFCQ17CA
дjкL┬э,дgжa,й·йMмq811~840жa╕╣,114.0,жэ,,,10408,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2413950,21175,,0.0,0,,RPPNMLRKJIKFFCQ98CA
е┴╢п╢m,дgжa,е┴лnмq901~930жa╕╣,1333.5,╣A,,,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2500000,1875,,0.0,0,,RPQNMLSKJIKFFCQ56CA
е┴╢п╢m,дgжa,дд╝╓мq1021~1050жa╕╣,108.12,жэ,,,10409,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3273352,30275,,0.0,0,,RPQNMLKLJIKFFCQ48CA
ем│U┬э,дgжa,╖sе┴мq211~240жa╕╣,39033.31,,пSйw▒Mе╬░╧,╛i┤▐е╬жa,10410,дgжa9л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,14085169,361,,0.0,0,,RPQNMLRKJIKFFBQ98CA
ем│U┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐дем│U┬э╖sе_╡є31~60╕╣,90.0,жэ,,,10411,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,игифеL╡n░Oи╞╢╡,0790416,127.37,3,2,3,ж│,╡L,2460000,19314,,0.0,0,,RPSNMLRKJIKFFBQ56CA
д╗╕}╢m,дgжa,┤фз└╝dмq┬╫м№дpмq271~300жa╕╣,900.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10411,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1320000,1467,,0.0,0,,RPSNMLSKJIKFFBQ66CA
д╗╕}╢m,дgжa,╖╦сYнэмq121~150жa╕╣,1686.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10200000,6050,,0.0,0,,RPOOMLSKJIKFFBQ98CA
ем│U┬э,дgжa,╖s╢ємqжnм№дpмq91~120жa╕╣,318.37,,╢mз°░╧,дA║╪л╪┐vе╬жa,10410,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,963060,3025,,0.0,0,,RPTNMLKLJIKFFBQ68CA
ж╦▒T╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╦▒T╢m╞W╛Їз°26╛F░ё░є1~30╕╣,137.56,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,10410,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0690702,117.7,3,1,2,ж│,╡L,2520000,21410,,0.0,0,,RPQNMLRKJIKFFEQ86EA
ж╦▒T╢m,дgжa,┬╨Рkкўмq121~150жa╕╣,2269.0,,д@пы╣A╖~░╧,╣Aкке╬жa,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1420000,626,,0.0,0,,RPSNMLRKJIKFFEQ07EA
│└пє╢m,дgжa,о№┬╫мqо№┬╫дpмq271~300жa╕╣,4336.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4986400,1150,,0.0,0,,RPPNMLRKJIKFFDQ66EA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢mжPдпз°жPдп1~30╕╣,96.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,10410,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0750128,126.97,4,2,2,ж│,╡L,2500000,19690,,0.0,0,,RPSNMLSKJIKFFDQ96DA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лO╔]д╙лOи╜д╙лO61~90╕╣,123.77,жэ,,,10411,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1021129,278.47,4,2,5,ж│,╡L,13000000,46684,,0.0,0,,RPQNMLKLJIKFFDQ68DA
е┴╢п╢m,дgжa,дj▒Tмq481~510жa╕╣,3387.91,жэ,,,10410,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4060000,1198,,0.0,0,,RPSNMLQKJIKFFCQ76EA
е┴╢п╢m,дgжa,│╗╝dмqдд╝sдpмq121~150жa╕╣,104.48,,╢mз°░╧,дA║╪л╪┐vе╬жa,10411,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,600000,5743,,0.0,0,ецйЎ┴`╗∙е]мAжaдWл╪клжbд║,RPXNMLQKJIKFFCQ27EA
е┴╢п╢m,дgжa,дj▒T╕}мq241~270жa╕╣,7959.0,╣A,,,10411,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12037000,1512,,0.0,0,,RPTNMLRKJIKFFCQ96EA
