¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô151~180¸¹,17.76,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970630,217.52,4,2,2,¦³,¦³,14350000,65971,©Y¹D¥­­±,19.56,0,,RPTNMLMKJIKFFCB37CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j­^¦è¤@µó61~90¸¹,26.55,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0791120,132.64,3,2,2,¦³,¦³,6300000,47497,©Y¹D¾÷±ñ,0.0,0,,RPVNMLMKJIKFFCB57CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô301~330¸¹,5.5,°Ó,,,10410,¤g¦a2«Øª«1¨®¦ì1,¤C¼h,¤Q¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941208,82.33,1,1,1,¦³,¦³,4500000,54658,©Y¹D¾÷±ñ,15.94,0,,RPQRMLKMJIKFFBB37CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¿³¦w¸ô¤@¬q121~150¸¹,15.3,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820513,101.79,3,2,2,¦³,¦³,4700000,46173,,0.0,0,,RPVUMLRKJIKFFBB68CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¿à©ô¨½¤å¤ß¸ô¥|¬q181~210¸¹,9.03,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0841208,129.56,4,2,4,¦³,¦³,7620000,58814,©Y¹D¾÷±ñ,0.0,0,,RPRRMLTKJIKFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­©÷¨½¤Ñ¬z¸ô¥|¬q280«Ñ1~30¸¹,27.92,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó¡A§¨¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0770103,71.13,2,1,2,¦³,µL,5100000,71700,,0.0,0,,RPSRMLTKJIKFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¿³¦w¸ô¤G¬q142«Ñ1~30¸¹,21.94,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0810922,130.41,2,1,2,¦³,µL,6400000,49076,¤É­°¾÷±ñ,0.0,0,,RPXOMLOLJIKFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¿³¦w¸ô¤G¬q1~30¸¹,32.58,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h¡A¤E¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870413,223.67000000000002,4,2,4,¦³,µL,8700000,38897,,0.0,0,ªþ¥­­±¨®¦ì,RPQQMLOLJIKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤­¸ô241~270¸¹,222.43,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030731,402.51,5,3,6,¦³,µL,37500000,93165,,0.0,0,,RPQNMLPLJIKFFBB37CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤­¸ô241~270¸¹,222.05,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030731,402.51,5,3,6,¦³,µL,37500000,93165,,0.0,0,,RPRNMLPLJIKFFBB47CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q361~390¸¹,17.58,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840214,135.8,3,2,2,¦³,¦³,5800000,42710,©Y¹D¾÷±ñ,0.0,0,,RPUOMLRLJIKFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï«Ø©M¸ô¤@¬q91~120¸¹,16.7,¦í,,,10409,¤g¦a2«Øª«1¨®¦ì1,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001221,123.9,2,1,1,¦³,¦³,6300000,50847,©Y¹D¥­­±,0.0,0,,RPVOMLRLJIKFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¤»¸ô¤@¬q30«Ñ31~60¸¹,30.87,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0800827,166.85000000000002,5,2,2,¦³,¦³,6900000,41355,©Y¹D¥­­±,0.0,0,,RPRQMLLKJIKFFBB27CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q1250«Ñ158§Ë31~60¸¹,88.0,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030920,174.53,4,3,4,¦³,µL,3600000,20627,,0.0,0,¥S§Ì¶¡¤§¶R½æ¡C,RPPNMLMKJIKFFBB86CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,22.02,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,201.51,3,2,2,¦³,¦³,11390000,61698,©Y¹D¥­­±,34.73,1100000,,RPQRMLMKJIKFFBB37CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,20.76,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,189.8,3,2,2,¦³,µL,10610000,61650,©Y¹D¥­­±,34.73,1050000,,RPXQMLMKJIKFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,22.02,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,201.51,3,2,2,¦³,¦³,11630000,64036,©Y¹D¥­­±,34.73,950000,,RPVRMLMKJIKFFBB87CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,22.12,¦í,,,10306,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,202.38,3,2,2,¦³,¦³,11750000,62929,©Y¹D¥­­±,34.73,1200000,,RPSRMLMKJIKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,22.05,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,201.88,3,2,2,¦³,¦³,11500000,62519,©Y¹D¥­­±,34.73,1050000,,RPTRMLMKJIKFFBB67CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,20.51,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,187.82999999999998,3,2,2,¦³,¦³,10190000,59590,©Y¹D¥­­±,32.77,950000,,RPUQMLMKJIKFFBB67CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,20.97,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,191.94,3,2,2,¦³,¦³,10390000,60047,©Y¹D¥­­±,34.73,950000,,SPUQMLMKJIKFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,21.25,¦í,,,10406,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,194.45999999999998,3,2,2,¦³,¦³,10750000,55281,©Y¹D¥­­±,34.73,0,,RPQQMLMKJIKFFBB27CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1171~1200¸¹,22.12,¦í,,,10306,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040824,202.38,3,2,2,¦³,¦³,11640000,57516,©Y¹D¥­­±,34.73,0,,RPRQMLMKJIKFFBB37CA
¥_°Ï,¨®¦ì,»O¤¤¥«¥_°Ï¤å¤ß¸ô¥|¬q181~210¸¹,1.51,¦í,,,10410,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,35.73,0,0,0,¦³,¦³,1300000,,©Y¹D¥­­±,35.73,1300000,,RPXNMLSKJIKFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¦w¶¶¥|µó1~30¸¹,5.0,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811120,36.120000000000005,1,0,1,¦³,¦³,1700000,47065,,0.0,0,,RPUOMLSKJIKFFBB08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¥_¿³µó211~240¸¹,51.33,¦í,,,10410,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0601023,55.35,3,2,2,¦³,µL,5200000,93948,,0.0,0,¿Ë¤Í¶¡¤§¥æ©ö¡C,RPQNMLSKJIKFFBB57CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï°ê±jµó290«Ñ1~30¸¹,48.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0561127,76.8,3,2,1,¦³,µL,5730000,74609,,0.0,0,1.§t¼W«Ø©Î¥¼µn°O«Øª«¡C2.©Ò¦³Åv¤H¦@¤G¤H,RPRNMLNKJIKFFBB17CA
¥_°Ï,¤g¦a,¿à­í‚»¬q391~420¦a¸¹,46.0,¦í,,,10410,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7682000,167000,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPRQMLKKJIKFFBB17CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤Ó­ì¥_¸ô61~90¸¹,36.82,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì4,¤@¼h¡A¨£¨ä¥¦µn°O¨Æ¶µ,¤Q¤G¼h,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010615,281.38,0,0,0,µL,µL,22700000,80674,©Y¹D¥­­±,106.48,0,,RPPOMLKKJIKFFBB76CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤¤²M¸ô¤@¬q91~120¸¹,4.08,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850423,55.47,1,1,1,¦³,¦³,2500000,45069,,0.0,0,,RPVPMLKKJIKFFBB47CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¥Á¥Í¸ô121~150¸¹,3.34,°Ó,,,10410,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0850119,46.65,1,0,1,¦³,¦³,1550000,33226,,0.0,0,,RPWOMLKLJIKFFAB47CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,31.2,¦í,,,10305,¤g¦a2«Øª«1¨®¦ì1,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,181.43,4,2,2,¦³,¦³,11260000,64428,©Y¹D¥­­±,26.84,1300000,,RPSOMLOLJIKFFAB47CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦V¤W¸ô¤@¬q17«Ñ1§Ë1~30¸¹,19.59,¦í,,,10409,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0810918,98.15,0,0,0,µL,¦³,6000000,61131,,0.0,0,,RPOOMLSKJIKFFAB37CA
ªF°Ï,¤g¦a,§ò·Ë¬q91~120¦a¸¹,887.1,¨ä¥L,,,10410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15967998,18000,,0.0,0,1.¥»®×«Y¤½¦@³]¬I«O¯d¦a2.¦a¬F¤h¶È¨ü°U¶R½æ®×¥ó¥Ó½Ðµn°O¡A¨ÃµL¥N²z¼¶ÀÀ¤£°Ê²£¶R½æ«´¬ù®Ñ¡A«Y¥Ñ¤£°Ê²£¸g¬ö·~©ÎÅv§Q¤H¦Û¦æ´£¨Ñ¦¨¥æ®×¥ó¹ê»Ú¸ê°T¡A¨Ñ¦a¬F¤h¥Ó³øµn¿ý,RPQOMLSKJIKFFAB57CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,32.96,¦í,,,10302,¤g¦a2«Øª«1¨®¦ì2,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,204.59,4,2,2,¦³,¦³,14300000,76331,©Y¹D¥­­±,50.0,2500000,,RPPQMLKLJIKFFAB96CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,33.14,¦í,,,10208,¤g¦a2«Øª«1¨®¦ì2,¤Q¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,207.25,4,2,2,¦³,¦³,13860000,75275,©Y¹D¥­­±,53.68,2300000,,RPPNMLLLJIKFFAB76CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,29.41,¦í,,,10208,¤g¦a2«Øª«1¨®¦ì2,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,187.49,3,2,2,¦³,¦³,12350000,75106,©Y¹D¥­­±,53.68,2300000,,RPQNMLLLJIKFFAB86CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,33.32,¦í,,,10304,¤g¦a2«Øª«1¨®¦ì2,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,208.26,4,2,2,¦³,¦³,14450000,76659,©Y¹D¥­­±,53.68,2600000,,RPRNMLLLJIKFFAB96CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,27.3,¦í,,,10304,¤g¦a2«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,160.31,3,2,2,¦³,¦³,11800000,78669,©Y¹D¥­­±,26.84,1300000,,RPSNMLLLJIKFFAB07CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,25.51,¦í,,,10303,¤g¦a2«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,151.26,3,2,2,¦³,¦³,11000000,78765,©Y¹D¥­­±,26.84,1200000,,RPTNMLLLJIKFFAB17CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,25.22,¦í,,,10301,¤g¦a2«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,149.58999999999997,3,2,2,¦³,¦³,10550000,76171,©Y¹D¥­­±,26.84,1200000,,RPUNMLLLJIKFFAB27CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,32.93,¦í,,,10307,¤g¦a2«Øª«1¨®¦ì2,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,206.87,4,2,2,¦³,¦³,12600000,65278,©Y¹D¥­­±,53.68,2600000,,RPVNMLLLJIKFFAB37CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,26.91,¦í,,,10405,¤g¦a2«Øª«1¨®¦ì1,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,158.53,3,2,2,¦³,¦³,9800000,64546,©Y¹D¥­­±,26.84,1300000,¤£°Ê²£¤§¦@¦³¤H¼Æ¬°¢±¤H¡C¥»¶R½æ¬°¹w°â«Î´«¬ù¡A´«¬ù«eÁ`»ù933¸U¤¸¾ã¡A´«¬ù«áÁ`»ù¬°980¸U¤¸¾ã¡C,RPUNMLNJKIKFFAB37CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¦Û¥Ñ¸ô¤@¬q1~30¸¹,13.07,¦í,,,10410,¤g¦a3«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0891130,134.2,3,2,2,¦³,¦³,6880000,51267,©Y¹D¾÷±ñ,0.0,0,,RPQNMLTLJIKFFAB67CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï®¶¿³¸ô437«Ñ59§Ë151~180¸¹,104.0,¦í,,,10410,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0670303,111.83,3,2,3,¦³,µL,9000000,80479,,0.0,0,,RPVNMLRLJIKFFAB97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q151~180¸¹,27.23,¦í,,,10207,¤g¦a2«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040731,160.22,3,2,2,¦³,¦³,10380000,69201,©Y¹D¥­­±,26.84,1150000,¥»¶R½æ®×¥ó¬°¹w°â«Î´«¬ù¡A´«¬ù«eÁ`»ù´Ú¬°971¸U¤¸¾ã¡A´«¬ù«áÁ`»ù´Ú¬°1038¸U¤¸¾ã¡C,RPVOMLPLJIKFFAB87CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¬ü§ø¸ô¤@¬q64«Ñ1~30¸¹,82.0,¦í,,,10410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0620131,99.44,4,2,3,¦³,µL,12500000,125704,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPTNMLPLJIKFFAB57CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤j¼yµó¤G¬q11¤§63«Ñ3§Ë1~30¸¹,89.26,¦í,,,10409,¤g¦a7«Øª«1¨®¦ì1,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940121,174.84,4,2,3,¦³,µL,11600000,66346,¨ä¥L,0.0,0,¦@¦³¤H¨â¦ì¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPROMLMKJIKFFAB07CA
